#fullname;path;filterinfo
ajaxorg/ace;demo/kitchen-sink/docs/c_cpp.cpp;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/rust.rs;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/gherkin.feature;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/pascal.pas;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/golang.go;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/require.js;#Remove(all): %/require.js#
ajaxorg/ace;demo/kitchen-sink/docs/javascript.js;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/abap.abap;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/scad.scad;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/perl.pl;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/objectivec.m;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/java.java;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/scheme.scm;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/jsoniq.jq;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/python.py;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/typescript.ts;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/ada.ada;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/lean.lean;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/Haxe.hx;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/elm.elm;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/sjs.sjs;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/d.d;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/dart.dart;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/stylus.styl;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/php.php;#Remove(all): %/docs/%#
ajaxorg/ace;demo/kitchen-sink/docs/clojure.clj;#Remove(all): %/docs/%#
alexreisner/geocoder;examples/cache_bypass.rb;#Remove(all): examples/%#
alexreisner/geocoder;examples/sidekiq_worker.rb;#Remove(all): examples/%#
alexreisner/geocoder;examples/autoexpire_cache_redis.rb;#Remove(all): examples/%#
alexreisner/geocoder;examples/autoexpire_cache_dalli.rb;#Remove(all): examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/nested/Level1Test.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/instrumentation/InstrumentationTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/suppress/SuppressedTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/smoke/NonSmokeTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/error/ErrorTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/simple/SimpleTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/suppress/PartiallySuppressedTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/constructor/PublicConstructorTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/constructor/ProtectedConstructorTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/OuterTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/simple/AnotherSimpleTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/nested/nested/Level2Test.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/error/FailingTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/constructor/NoPublicConstructorTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/subclass/SubclassTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/smoke/SmokeTest.java;#Remove(all): %/examples/%#
android/platform_frameworks_base;test-runner/tests/src/android/test/suitebuilder/examples/subclass/SuperclassTest.java;#Remove(all): %/examples/%#
ansible/ansible;plugins/inventory/apache-libcloud.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_static/solar.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_static/default.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_static/sidebar.js;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_static/solarized-dark.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/windows_azure.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/searchbox.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;examples/scripts/upgrade_to_ps3.ps1;#Remove(all): examples/%#
ansible/ansible;plugins/inventory/digital_ocean.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/linode.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/softlayer.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/callbacks/syslog_json.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;bin/ansible-playbook;#Remove(Python): bin/%#
ansible/ansible;examples/scripts/uptime.py;#Remove(all): examples/%#
ansible/ansible;plugins/inventory/spacewalk.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/abiquo.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/layout_old.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_themes/srtd/static/js/theme.js;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/conf.py;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/build-site.py;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/callbacks/log_plays.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/freeipa.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/callbacks/hipchat.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/callbacks/osx_say.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/static/css/theme.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/Makefile;#Remove(ansible/ansible): docsite/%#
ansible/ansible;examples/scripts/ConfigureRemotingForAnsible.ps1;#Remove(all): examples/%#
ansible/ansible;plugins/inventory/vmware.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/zabbix.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/cobbler.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/theme.conf;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/vbox.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/callbacks/mail.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/zone.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/consul_io.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/man/ansible.1.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/callbacks/context_demo.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_static/ansible-local.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/man/ansible-playbook.1.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_static/pygments.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/jail.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/breadcrumbs.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/gce.ini;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/openstack.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;examples/scripts/yaml_to_ini.py;#Remove(all): examples/%#
ansible/ansible;bin/ansible-pull;#Remove(Python): bin/%#
ansible/ansible;plugins/inventory/nova.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;bin/ansible-vault;#Remove(Python): bin/%#
ansible/ansible;docsite/js/ansible/application.js;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/rax.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/ec2.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/openshift.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/collins.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/libvirt_lxc.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;plugins/inventory/gce.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;bin/ansible-doc;#Remove(Python): bin/%#
ansible/ansible;plugins/inventory/ssh_config.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_static/doctools.js;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_static/basic.css;#Remove(ansible/ansible): docsite/%#
ansible/ansible;bin/ansible-galaxy;#Remove(Python): bin/%#
ansible/ansible;docsite/_themes/srtd/versions.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_themes/srtd/footer.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/_themes/srtd/__init__.py;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/vagrant.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/layout.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;plugins/inventory/docker.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_static/searchtools.js;#Remove(ansible/ansible): docsite/%#
ansible/ansible;bin/ansible;#Remove(Python): bin/%#
ansible/ansible;plugins/callbacks/timer.py;#Remove(ansible/ansible): plugins/%#
ansible/ansible;docsite/_themes/srtd/search.html;#Remove(ansible/ansible): docsite/%#
ansible/ansible;docsite/modules.js;#Remove(ansible/ansible): docsite/%#
apache/cassandra;examples/pig/example-script-cql.pig;#Remove(all): examples/%#
apache/cassandra;examples/pig/example-script.pig;#Remove(all): examples/%#
apache/cassandra;examples/pig/test/test_storage.pig;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/bin/word_count;#Remove(all): examples/%#
apache/cassandra;examples/pig/bin/pig_cassandra;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/src/WordCount.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/src/WordCount.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/src/WordCountCounters.java;#Remove(all): examples/%#
apache/cassandra;examples/triggers/src/org/apache/cassandra/triggers/InvertedIndex.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/src/WordCountSetup.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/bin/word_count_setup;#Remove(all): examples/%#
apache/cassandra;examples/pig/test/test_cql_storage.pig;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/src/WordCountSetup.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/bin/word_count_counters;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/bin/word_count_setup;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/src/WordCountCounters.java;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_cql3_word_count/bin/word_count_counters;#Remove(all): examples/%#
apache/cassandra;examples/hadoop_word_count/bin/word_count;#Remove(all): examples/%#
bitcoin/bitcoin;contrib/debian/examples/bitcoin.conf;#Remove(all): %/examples/%#
boto/boto;bin/asadmin;#Remove(Python): bin/%#
boto/boto;bin/kill_instance;#Remove(Python): bin/%#
boto/boto;bin/fetch_file;#Remove(Python): bin/%#
boto/boto;bin/instance_events;#Remove(Python): bin/%#
boto/boto;bin/list_instances;#Remove(Python): bin/%#
boto/boto;bin/s3put;#Remove(Python): bin/%#
boto/boto;bin/dynamodb_dump;#Remove(Python): bin/%#
boto/boto;bin/pyami_sendmail;#Remove(Python): bin/%#
boto/boto;bin/bundle_image;#Remove(Python): bin/%#
boto/boto;bin/route53;#Remove(Python): bin/%#
boto/boto;bin/launch_instance;#Remove(Python): bin/%#
boto/boto;bin/sdbadmin;#Remove(Python): bin/%#
boto/boto;bin/dynamodb_load;#Remove(Python): bin/%#
boto/boto;bin/glacier;#Remove(Python): bin/%#
boto/boto;bin/cq;#Remove(Python): bin/%#
boto/boto;bin/elbadmin;#Remove(Python): bin/%#
boto/boto;bin/lss3;#Remove(Python): bin/%#
boto/boto;bin/cfadmin;#Remove(Python): bin/%#
boto/boto;bin/cwutil;#Remove(Python): bin/%#
boto/boto;bin/mturk;#Remove(Python): bin/%#
boto/boto;bin/taskadmin;#Remove(Python): bin/%#
BVLC/caffe;examples/web_demo/templates/index.html;#Remove(all): examples/%#
BVLC/caffe;examples/imagenet/make_imagenet_mean.sh;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/train_mnist_autoencoder_adagrad.sh;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/create_mnist.sh;#Remove(all): examples/%#
BVLC/caffe;examples/cifar10/train_full.sh;#Remove(all): examples/%#
BVLC/caffe;examples/cifar10/create_cifar10.sh;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/convert_mnist_data.cpp;#Remove(all): examples/%#
BVLC/caffe;examples/web_demo/app.py;#Remove(all): examples/%#
BVLC/caffe;examples/imagenet/train_caffenet.sh;#Remove(all): examples/%#
BVLC/caffe;examples/cifar10/convert_cifar_data.cpp;#Remove(all): examples/%#
BVLC/caffe;examples/cifar10/train_quick.sh;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/train_lenet_consolidated.sh;#Remove(all): examples/%#
BVLC/caffe;examples/imagenet/resume_training.sh;#Remove(all): examples/%#
BVLC/caffe;examples/siamese/train_mnist_siamese.sh;#Remove(all): examples/%#
BVLC/caffe;examples/imagenet/create_imagenet.sh;#Remove(all): examples/%#
BVLC/caffe;examples/finetune_flickr_style/assemble_data.py;#Remove(all): examples/%#
BVLC/caffe;examples/siamese/convert_mnist_siamese_data.cpp;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/train_mnist_autoencoder.sh;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/train_lenet.sh;#Remove(all): examples/%#
BVLC/caffe;examples/siamese/create_mnist_siamese.sh;#Remove(all): examples/%#
BVLC/caffe;examples/web_demo/exifutil.py;#Remove(all): examples/%#
BVLC/caffe;examples/mnist/train_mnist_autoencoder_nesterov.sh;#Remove(all): examples/%#
caskroom/homebrew-cask;developer/examples/brewcask-showargs;#Remove(all): %/examples/%#
caskroom/homebrew-cask;developer/examples/brewcask-doutdated.rb;#Remove(all): %/examples/%#
caskroom/homebrew-cask;developer/examples/brewcask-dumpcask.rb;#Remove(all): %/examples/%#
celery/celery;examples/next-steps/proj/tasks.py;#Remove(all): examples/%#
celery/celery;examples/httpexample/settings.py;#Remove(all): examples/%#
celery/celery;examples/celery_http_gateway/urls.py;#Remove(all): examples/%#
celery/celery;examples/django/proj/celery.py;#Remove(all): examples/%#
celery/celery;examples/eventlet/webcrawler.py;#Remove(all): examples/%#
celery/celery;examples/eventlet/bulk_task_producer.py;#Remove(all): examples/%#
celery/celery;examples/eventlet/celeryconfig.py;#Remove(all): examples/%#
celery/celery;examples/django/demoapp/tasks.py;#Remove(all): examples/%#
celery/celery;examples/httpexample/urls.py;#Remove(all): examples/%#
celery/celery;examples/django/proj/wsgi.py;#Remove(all): examples/%#
celery/celery;examples/django/proj/urls.py;#Remove(all): examples/%#
celery/celery;examples/django/proj/settings.py;#Remove(all): examples/%#
celery/celery;examples/next-steps/setup.py;#Remove(all): examples/%#
celery/celery;examples/django/manage.py;#Remove(all): examples/%#
celery/celery;examples/gevent/celeryconfig.py;#Remove(all): examples/%#
celery/celery;examples/next-steps/proj/celery.py;#Remove(all): examples/%#
celery/celery;examples/celery_http_gateway/manage.py;#Remove(all): examples/%#
celery/celery;examples/gevent/tasks.py;#Remove(all): examples/%#
celery/celery;examples/httpexample/manage.py;#Remove(all): examples/%#
celery/celery;examples/resultgraph/tasks.py;#Remove(all): examples/%#
celery/celery;examples/httpexample/views.py;#Remove(all): examples/%#
celery/celery;examples/tutorial/tasks.py;#Remove(all): examples/%#
celery/celery;examples/eventlet/tasks.py;#Remove(all): examples/%#
celery/celery;examples/django/demoapp/models.py;#Remove(all): examples/%#
celery/celery;examples/django/proj/__init__.py;#Remove(all): examples/%#
celery/celery;examples/celery_http_gateway/tasks.py;#Remove(all): examples/%#
celery/celery;examples/celery_http_gateway/settings.py;#Remove(all): examples/%#
celery/celery;examples/django/demoapp/views.py;#Remove(all): examples/%#
celery/celery;examples/django/demoapp/tests.py;#Remove(all): examples/%#
celery/celery;examples/app/myapp.py;#Remove(all): examples/%#
celluloid/celluloid;examples/ring.rb;#Remove(all): examples/%#
celluloid/celluloid;examples/basic_usage.rb;#Remove(all): examples/%#
celluloid/celluloid;examples/pool.rb;#Remove(all): examples/%#
celluloid/celluloid;examples/futures.rb;#Remove(all): examples/%#
celluloid/celluloid;benchmarks/ring.rb;#Remove(all): benchmarks/%#
celluloid/celluloid;benchmarks/parallel_hash.rb;#Remove(all): benchmarks/%#
celluloid/celluloid;examples/simple_pmap.rb;#Remove(all): examples/%#
celluloid/celluloid;benchmarks/uuid.rb;#Remove(all): benchmarks/%#
celluloid/celluloid;examples/cigarette_smokers.rb;#Remove(all): examples/%#
celluloid/celluloid;examples/supervisors_and_registry.rb;#Remove(all): examples/%#
celluloid/celluloid;examples/timers.rb;#Remove(all): examples/%#
celluloid/celluloid;benchmarks/actor.rb;#Remove(all): benchmarks/%#
chef/chef;distro/common/html/_static/searchtools.js;#Remove(chef/chef): distro/common/html/_static/%#
chef/chef;distro/common/html/_static/pygments.css;#Remove(chef/chef): distro/common/html/_static/%#
chef/chef;distro/common/html/_static/guide.css;#Remove(chef/chef): distro/common/html/_static/%#
chef/chef;distro/common/html/_static/basic.css;#Remove(chef/chef): distro/common/html/_static/%#
chef/chef;distro/common/html/_static/doctools.js;#Remove(chef/chef): distro/common/html/_static/%#
chef/chef;distro/common/html/_static/websupport.js;#Remove(chef/chef): distro/common/html/_static/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/DirectXPage.xaml.cpp;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/ShaderCompiler.h;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/App.xaml.h;#Remove(all): build/%#
cocos2d/cocos2d-x;build/android-build.py;#Remove(all): build/%#
cocos2d/cocos2d-x;build/winrt/scripts/converterutils.ps1;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/App.xaml.cpp;#Remove(all): build/%#
cocos2d/cocos2d-x;build/win32-msvc-2013-x86.cmd;#Remove(all): build/%#
cocos2d/cocos2d-x;build/winrt/scripts/createsln.ps1;#Remove(all): build/%#
cocos2d/cocos2d-x;build/winrt/convertprojects.ps1;#Remove(all): build/%#
cocos2d/cocos2d-x;build/winrt/scripts/winrtconverter.ps1;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/pch.cpp;#Remove(all): build/%#
cocos2d/cocos2d-x;build/win32-msvc-2012-x86.cmd;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/pch.h;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/DirectXPage.xaml.h;#Remove(all): build/%#
cocos2d/cocos2d-x;build/install-deps-linux.sh;#Remove(all): build/%#
cocos2d/cocos2d-x;build/wp8/Cocos2dShaderCompiler/ShaderCompiler.cpp;#Remove(all): build/%#
cocos2d/cocos2d-x;build/winrt/angle.bat;#Remove(all): build/%#
cucumber/cucumber;examples/i18n/pt/features/support/env.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/de/features/addition.feature;#Remove(all): examples/%#
cucumber/cucumber;features/docs/gherkin/doc_strings.feature;#Remove(all): %/docs/%#
cucumber/cucumber;examples/i18n/uz/features/addition.feature;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/da/Rakefile;#Remove(all): examples/%#
cucumber/cucumber;features/docs/wire_protocol_table_diffing.feature;#Remove(all): %/docs/%#
cucumber/cucumber;features/docs/profiles.feature;#Remove(all): %/docs/%#
cucumber/cucumber;examples/i18n/en-lol/features/step_definitions/cucumbrz_steps.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/uk/features/addition.feature;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/uk/features/support/env.rb;#Remove(all): examples/%#
cucumber/cucumber;features/docs/cli/specifying_multiple_formatters.feature;#Remove(all): %/docs/%#
cucumber/cucumber;examples/sinatra/app.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/ar/features/addition.feature;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/pl/features/step_definitions/calculator_steps.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/tcl/features/step_definitions/fib_steps.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/ht/Rakefile;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/fr/features/support/env.rb;#Remove(all): examples/%#
cucumber/cucumber;examples/i18n/zh-CN/features/step_definitions/calculator_steps.rb;#Remove(all): examples/%#
